Rank;Track;Artist;Streams;Date
29;QUE PRETENDES;by J Balvin, Bad Bunny;130968;09/30/2019
30;Gan-Ga;by Bryant Myers;130087;09/30/2019
31;Velitas;by Darell, Brytiago;129924;09/30/2019
32;Que Calor (with J Balvin & El Alfa);by Major Lazer, Diplo;128291;09/30/2019
33;Indeciso;by Reik, J Balvin, Lalo Ebratt;120140;09/30/2019
34;El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay);by Dímelo Flow;119855;09/30/2019
35;Si Se Da - Remix;by Myke Towers, Farruko, Arcangel, Sech, Zion;116420;09/30/2019
36;Djadja;by Aya Nakamura;115049;09/30/2019
37;Prendío;by Rvfv;112868;09/30/2019
38;Con Altura;by ROSALÍA, J Balvin, El Guincho;111815;09/30/2019
39;DOLLAR;by Becky G, Myke Towers;111618;09/30/2019
40;Qué Pena;by Maluma, J Balvin;106934;09/30/2019
41;Mirándote;by Rvfv;106493;09/30/2019
42;LA LATINA;by Rels B;106446;09/30/2019
43;Loco Contigo (feat. J. Balvin & Tyga);by DJ Snake, J Balvin;105819;09/30/2019
44;Lalala;by Y2K, bbno$;103580;09/30/2019
45;Bésame;by David Bisbal, Juan Magán;103354;09/30/2019
46;Baila Conmigo (feat. Kelly Ruiz);by Dayvi, Victor Cardenas, Kelly Ruíz;102552;09/30/2019
47;No Te Veo - Remix;by Casper Magico, Anuel AA;100032;09/30/2019
48;Cuaderno;by Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön;93135;09/30/2019
49;11:00 PM;by Maluma;91459;09/30/2019
50;Con Calma;by Daddy Yankee, Snow;91433;09/30/2019
51;Rebota - Remix;by Guaynaa, Nicky Jam, Farruko, Becky G, Sech;90895;09/30/2019
52;I Don't Care (with Justin Bieber);by Ed Sheeran;90858;09/30/2019
53;Yyanosé;by Israel B, LOWLIGHT;90700;09/30/2019
54;Dance Monkey;by Tones And I;90125;09/30/2019
55;CANGURO;by WOS;85304;09/30/2019
56;Apriétala;by Rvfv, Pablo Mas;84323;09/30/2019
57;B11 (feat. Myke Towers);by Rvssian, Darell, Zion & Lennox;84322;09/30/2019
58;Qué Bonito Es Querer;by Manuel Carrasco;84165;09/30/2019
59;Atrévete;by Nicky Jam, Sech;83903;09/30/2019
60;105 F Remix;by KEVVO, Farruko, Chencho Corleone, Arcangel, Darell, Ñengo Flow, Brytiago, Myke Towers;81282;09/30/2019
61;Milionària;by ROSALÍA;80662;09/30/2019
62;bad guy;by Billie Eilish;79799;09/30/2019
63;Presiento;by Morat, Aitana;79280;09/30/2019
64;Calma - Remix;by Pedro Capó, Farruko;78474;09/30/2019
65;Santa María (Feat. Busy Signal);by Bad Gyal;75245;09/30/2019
66;Soldadito de Hierro;by Nil Moliner;74021;09/30/2019
67;Hookah;by Bad Gyal;72929;09/30/2019
68;Inocente;by Myke Towers;72723;09/30/2019
69;Te Robaré;by Nicky Jam, Ozuna;70463;09/30/2019
70;Cicatrices (feat. Indara);by Sergio Contreras;69504;09/30/2019
71;Enchochado de Ti;by Don Patricio;67813;09/30/2019
72;Déjate Querer;by Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds;67601;09/30/2019
73;Verte Ir;by DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago;67116;09/30/2019
74;Cristina (feat. Shelow Shaq);by Maffio, Justin Quiles, Nacho;67070;09/30/2019
75;Ibiza;by Juancho Marqués, Recycled J, InnerCut;66399;09/30/2019
76;Someone You Loved;by Lewis Capaldi;65559;09/30/2019
77;Ransom;by Lil Tecca;65124;09/30/2019
78;Me llama;by Beret;65106;09/30/2019
79;Te Soñé De Nuevo;by Ozuna;63819;09/30/2019
80;Me Quedo;by Aitana, Lola Indigo;63816;09/30/2019
81;Party (feat. A Boogie Wit da Hoodie);by A Boogie Wit da Hoodie, Paulo Londra;63571;09/30/2019
82;5 Sentidos;by Dvicio, Taburete;63175;09/30/2019
83;Me Equivocaré;by Antonio José;62273;09/30/2019
84;Runaway;by Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers;62104;09/30/2019
85;Swing;by Danny Ocean;62102;09/30/2019
86;Tal Vez;by Paulo Londra;61523;09/30/2019
87;HP;by Maluma;59356;09/30/2019
88;Mi Morena;by Juanfran;59321;09/30/2019
89;Disparos;by Dani Fernández;58919;09/30/2019
90;Kemba Walker;by Eladio Carrion, Bad Bunny;58483;09/30/2019
91;Beautiful People (feat. Khalid);by Ed Sheeran;58198;09/30/2019
92;Otro Trago;by Sech, Darell;58005;09/30/2019
93;Comunicado de prensa;by Don Patricio;54745;09/30/2019
94;Bellaquita;by Dalex, Lenny Tavárez;54407;09/30/2019
95;Un Año;by Sebastian Yatra, Reik;54283;09/30/2019
96;Pa Mí - Remix;by Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez;54136;09/30/2019
97;Celébrate;by Miki Núñez;54110;09/30/2019
98;¿CÓMO TE VA, QUERIDA?;by Rels B, Don Patricio;53611;09/30/2019
99;Bonita;by Juanes, Sebastian Yatra;53420;09/30/2019
100;Date La Vuelta;by Luis Fonsi, Sebastian Yatra, Nicky Jam;52475;09/30/2019
101;No Te Preocupes por Mi;by Leiva;52259;09/30/2019
102;nana triste;by Natalia Lacunza, Guitarricadelafuente;52011;09/30/2019
103;Contra La Pared;by Sean Paul, J Balvin;51227;09/30/2019
104;Con La Miel En Los Labios;by Aitana;51105;09/30/2019
105;Circles;by Post Malone;50867;09/30/2019
106;Soldi (feat. Maikel Delacalle);by Mahmood;50498;09/30/2019
107;Shallow;by Lady Gaga, Bradley Cooper;49998;09/30/2019
108;La Playa;by Myke Towers;49964;09/30/2019
109;Te esperaré toda la vida;by Dani Fernández;49649;09/30/2019
110;Adan y Eva;by Paulo Londra;49059;09/30/2019
111;Mírame - Remix;by Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell;49024;09/30/2019
112;La Boca - Remix;by Mau y Ricky, Camilo, Lunay;48932;09/30/2019
113;Ellos;by Ceky Viciny;48795;09/30/2019
114;Que Mas Pues - Remix;by Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez;48290;09/30/2019
115;Si Supieras;by Daddy Yankee, Wisin & Yandel;48209;09/30/2019
116;Aleluya;by Reik, Manuel Turizo;48144;09/30/2019
117;Hola Señorita;by GIMS, Maluma;47735;09/30/2019
118;Nicki Nicole: Bzrp Music Sessions, Vol. 13;by Bizarrap, Nicki Nicole;47315;09/30/2019
119;Mi Persona Favorita;by Alejandro Sanz, Camila Cabello;46652;09/30/2019
120;Vas A Quedarte;by Aitana;46280;09/30/2019
121;Ella Quiere Beber - Remix;by Anuel AA, Romeo Santos;46122;09/30/2019
122;Te echo de menos;by Beret;45540;09/30/2019
123;Trueno: Bzrp Freestyle Sessions, Vol. 6;by Bizarrap, Trueno;45290;09/30/2019
124;Liar;by Camila Cabello;45284;09/30/2019
125;Old Town Road - Remix;by Lil Nas X, Billy Ray Cyrus;45154;09/30/2019
126;Lo siento;by Beret;44924;09/30/2019
127;How Do You Sleep?;by Sam Smith;44799;09/30/2019
128;Fuego;by Estopa;44697;09/30/2019
129;Ocean;by KAROL G;44649;09/30/2019
130;Si Se Da;by Myke Towers, Farruko;44267;09/30/2019
131;Guantanamera;by Guitarricadelafuente;44005;09/30/2019
132;Soldadito marinero;by Fito y Fitipaldis;43768;09/30/2019
133;Nada Sale Mal;by Aitana;43000;09/30/2019
134;Aute Cuture;by ROSALÍA;42655;09/30/2019
135;MALAMENTE - Cap.1: Augurio;by ROSALÍA;42503;09/30/2019
136;Princesas;by Pereza;42315;09/30/2019
137;Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey);by Ariana Grande;41889;09/30/2019
138;Amanece;by Anuel AA, Haze;41672;09/30/2019
139;Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky);by Dvicio, Jesús Reik;41424;09/30/2019
140;Sucker;by Jonas Brothers;41092;09/30/2019
141;Cuando Nadie Ve;by Morat;41041;09/30/2019
142;Delincuente;by Farruko, Anuel AA, Kendo Kaponi;40842;09/30/2019
143;Nada;by Cazzu, Lyanno, Rauw Alejandro, Dalex;40629;09/30/2019
144;Don't Call Me Up;by Mabel;40286;09/30/2019
145;Como Si Fueras a Morir Mañana;by Leiva;40255;09/30/2019
146;Mi Religión;by Nil Moliner;40007;09/30/2019
147;No Se Me Quita (feat. Ricky Martin);by Maluma;39676;09/30/2019
148;Instagram;by Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike;39484;09/30/2019
149;Baila Baila Baila - Remix;by Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA;39374;09/30/2019
150;Vuela;by Bombai;39336;09/30/2019
151;Cicatrices;by Natos y Waor;39211;09/30/2019
152;Un Planeta Llamado Nosotros;by Maldita Nerea;39082;09/30/2019
153;Déjala Que Baile (with Alejandro Sanz & Arkano);by Melendi;38758;09/30/2019
154;Una Vida Para Recordar;by Piso 21, Myke Towers;38437;09/30/2019
155;Secreto;by Anuel AA, KAROL G;38263;09/30/2019
156;El Danzar De Las Mariposas;by El Barrio;38072;09/30/2019
157;Mejores Amigos;by Yera, Morat;37706;09/30/2019
158;Memories;by Maroon 5;37636;09/30/2019
159;Sobrenatural;by Juan Magán, Alvaro Soler, Marielle Hazlo;37549;09/30/2019
160;Cristina;by Sebastian Yatra;37479;09/30/2019
161;Como Ronea (15 Aniversario);by Las Chuches, Daviles de Novelda;37181;09/30/2019
162;Quiero, Quiero y Quiero;by Arnau Griso;36692;09/30/2019
163;Perdón;by David Bisbal, Greeicy;36678;09/30/2019
164;Antes de Morirme (feat. Rosalía);by C. Tangana, ROSALÍA;36349;09/30/2019
165;Dispuestos a morir;by Natos y Waor, C.R.O, Homer El Mero Mero, Bardero$;36343;09/30/2019
166;Como Camarón;by Estopa;36238;09/30/2019
167;Maldición;by Lola Indigo, Lalo Ebratt;36206;09/30/2019
168;Piece Of Your Heart;by MEDUZA, Goodboys;35778;09/30/2019
169;Aullando;by Wisin & Yandel, Romeo Santos;35513;09/30/2019
170;Pa ti pa mí na má;by Demarco Flamenco;35447;09/30/2019
171;Por Eso Vine;by Paulo Londra;35209;09/30/2019
172;Muito Calor;by Ozuna, Anitta;35101;09/30/2019
173;Cuando zarpa el amor (feat. Juan Magán);by Camela;34931;09/30/2019
174;MOJAITA;by J Balvin, Bad Bunny;34665;09/30/2019
175;Besos En Guerra;by Morat, Juanes;34638;09/30/2019
176;Sin Pijama;by Becky G, Natti Natasha;34599;09/30/2019
177;Baila Baila Baila;by Ozuna;34593;09/30/2019
178;Vaina Loca;by Ozuna, Manuel Turizo;34502;09/30/2019
179;Boomerang;by Sech;34271;09/30/2019
180;Déjame Ser;by Manuel Carrasco;34106;09/30/2019
181;Goodbyes (Feat. Young Thug);by Post Malone;33875;09/30/2019
182;Mujer Bruja;by Lola Indigo, Mala Rodríguez;33622;09/30/2019
183;TELÉFONO;by Aitana;33576;09/30/2019
184;Bohemian Rhapsody - Remastered 2011;by Queen;33562;09/30/2019
185;Cambio;by Ozuna, Anuel AA;33551;09/30/2019
186;Tú No Amas;by Mambo Kingz, DJ Luian, Anuel AA, KAROL G, Arcangel;33412;09/30/2019
187;Late;by Pol Granch;33331;09/30/2019
188;Love Me;by Lil Tecca;33329;09/30/2019
189;Imposible;by Luis Fonsi, Ozuna;33191;09/30/2019
190;Sirenas;by Taburete;33175;09/30/2019
191;Mi accidente preferido (con Juancho Sidecars y Sidecars);by Despistaos;33061;09/30/2019
192;Vida;by Maka;32976;09/30/2019
193;Superpoderes;by Leiva;32925;09/30/2019
194;Pa que lo gocen;by FERNANDOCOSTA, Dollar Selmouni, Blasfem;32794;09/30/2019
195;Lo siento (feat. Sofía Reyes);by Beret;32713;09/30/2019
196;Fin De Semana;by Lunay;32448;09/30/2019
197;No te enamores;by Efecto Pasillo;32400;09/30/2019
198;Cúrame (feat. Manuel Turizo);by Prince Royce;32267;09/30/2019
199;El Efecto;by Rauw Alejandro, Chencho Corleone;32114;09/30/2019
200;Rueda;by Chimbala;32074;09/30/2019
1;China;by Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna;359125;10/1/19
2;Yo x Ti, Tu x Mi;by ROSALÍA, Ozuna;327950;10/1/19
3;Goteo;by Duki;283994;10/1/19
4;Adicto (with Anuel AA & Ozuna);by Tainy;283918;10/1/19
5;Te Quemaste;by Manuel Turizo, Anuel AA;266991;10/1/19
6;No Te Debí Besar;by C. Tangana, Paloma Mami;229434;10/1/19
7;De Tranquilote;by Danny Romero, Lérica;228680;10/1/19
8;Fantasias;by Rauw Alejandro, Farruko;214512;10/1/19
9;Tutu;by Camilo, Pedro Capó;210070;10/1/19
10;Si Te Vas;by Sech, Ozuna;201982;10/1/19
11;Otro Trago - Remix;by Sech, Ozuna, Anuel AA, Darell, Nicky Jam;197152;10/1/19
12;No Me Conoce - Remix;by Jhay Cortez, J Balvin, Bad Bunny;183317;10/1/19
13;Callaita;by Bad Bunny, Tainy;182294;10/1/19
14;Easy;by Jhay Cortez;178662;10/1/19
15;DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix;by Justin Quiles, Natti Natasha, Farruko;177029;10/1/19
16;La Rubia - Remix 2;by La Nueva Escuela, Omar Montes;176019;10/1/19
17;Indios y Vaqueros;by Sinsinati, Álvaro De Luna;159394;10/1/19
18;Diavla;by Chris Viz, Young Vene;159104;10/1/19
19;Me vas a ver;by Beret;158209;10/1/19
20;Señorita;by Shawn Mendes, Camila Cabello;156572;10/1/19
21;Quizás;by Rich Music LTD, Dalex, Sech, Justin Quiles, Wisin, Zion, Dímelo Flow, Lenny Tavárez, Feid;156263;10/1/19
22;LA CANCIÓN;by J Balvin, Bad Bunny;155487;10/1/19
23;A Escondidas;by $kyhook, Morad;150797;10/1/19
24;Contando Lunares (feat. Cruz Cafuné);by Don Patricio;145492;10/1/19
25;Lola Bunny;by Lola Indigo, Don Patricio;140631;10/1/19
26;Cuerpo en Venta;by Noriel, Myke Towers, Rauw Alejandro, Almighty;138836;10/1/19
27;Soltera - Remix;by Lunay, Daddy Yankee, Bad Bunny;137697;10/1/19
28;Piensan;by Haze, Myke Towers;137410;10/1/19
29;Que Calor (with J Balvin & El Alfa);by Major Lazer, Diplo;131502;10/1/19
30;QUE PRETENDES;by J Balvin, Bad Bunny;130763;10/1/19
31;Velitas;by Darell, Brytiago;130175;10/1/19
32;Djadja;by Aya Nakamura;128758;10/1/19
33;Gan-Ga;by Bryant Myers;128313;10/1/19
34;Indeciso;by Reik, J Balvin, Lalo Ebratt;123148;10/1/19
35;El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay);by Dímelo Flow;119360;10/1/19
36;Qué Pena;by Maluma, J Balvin;116647;10/1/19
37;Prendío;by Rvfv;116576;10/1/19
38;Si Se Da - Remix;by Myke Towers, Farruko, Arcangel, Sech, Zion;116191;10/1/19
39;Con Altura;by ROSALÍA, J Balvin, El Guincho;113092;10/1/19
40;Mirándote;by Rvfv;107542;10/1/19
41;DOLLAR;by Becky G, Myke Towers;107534;10/1/19
42;LA LATINA;by Rels B;104825;10/1/19
43;Loco Contigo (feat. J. Balvin & Tyga);by DJ Snake, J Balvin;104617;10/1/19
44;Bésame;by David Bisbal, Juan Magán;102955;10/1/19
45;Lalala;by Y2K, bbno$;102474;10/1/19
46;No Te Veo - Remix;by Casper Magico, Anuel AA;100399;10/1/19
47;Baila Conmigo (feat. Kelly Ruiz);by Dayvi, Victor Cardenas, Kelly Ruíz;100131;10/1/19
48;I Don't Care (with Justin Bieber);by Ed Sheeran;97570;10/1/19
49;Dance Monkey;by Tones And I;95837;10/1/19
50;Cuaderno;by Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön;94375;10/1/19
51;Yyanosé;by Israel B, LOWLIGHT;93036;10/1/19
52;Con Calma;by Daddy Yankee, Snow;92127;10/1/19
53;B11 (feat. Myke Towers);by Rvssian, Darell, Zion & Lennox;91178;10/1/19
54;Rebota - Remix;by Guaynaa, Nicky Jam, Farruko, Becky G, Sech;90027;10/1/19
55;11:00 PM;by Maluma;89422;10/1/19
56;Apriétala;by Rvfv, Pablo Mas;86867;10/1/19
57;105 F Remix;by KEVVO, Farruko, Chencho Corleone, Arcangel, Darell, Ñengo Flow, Brytiago, Myke Towers;86123;10/1/19
58;Atrévete;by Nicky Jam, Sech;84928;10/1/19
59;Qué Bonito Es Querer;by Manuel Carrasco;83485;10/1/19
60;bad guy;by Billie Eilish;80414;10/1/19
61;Milionària;by ROSALÍA;79737;10/1/19
62;Presiento;by Morat, Aitana;79384;10/1/19
63;Calma - Remix;by Pedro Capó, Farruko;78289;10/1/19
64;CANGURO;by WOS;76161;10/1/19
65;Soldadito de Hierro;by Nil Moliner;75780;10/1/19
66;Santa María (Feat. Busy Signal);by Bad Gyal;75473;10/1/19
67;Enchochado de Ti;by Don Patricio;73034;10/1/19
68;Hookah;by Bad Gyal;72739;10/1/19
69;Inocente;by Myke Towers;72374;10/1/19
70;Te Robaré;by Nicky Jam, Ozuna;70998;10/1/19
71;Party (feat. A Boogie Wit da Hoodie);by A Boogie Wit da Hoodie, Paulo Londra;70868;10/1/19
72;Cicatrices (feat. Indara);by Sergio Contreras;70829;10/1/19
73;Me llama;by Beret;69330;10/1/19
74;Déjate Querer;by Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds;68299;10/1/19
75;Disparos;by Dani Fernández;66885;10/1/19
76;Cristina (feat. Shelow Shaq);by Maffio, Justin Quiles, Nacho;66875;10/1/19
77;Tal Vez;by Paulo Londra;66646;10/1/19
78;Verte Ir;by DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago;66264;10/1/19
79;Someone You Loved;by Lewis Capaldi;65991;10/1/19
80;Me Equivocaré;by Antonio José;65698;10/1/19
81;Ransom;by Lil Tecca;64992;10/1/19
82;Te Soñé De Nuevo;by Ozuna;64798;10/1/19
83;Me Quedo;by Aitana, Lola Indigo;64220;10/1/19
84;Beautiful People (feat. Khalid);by Ed Sheeran;63431;10/1/19
85;Swing;by Danny Ocean;62756;10/1/19
86;Runaway;by Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers;62542;10/1/19
87;Ibiza;by Juancho Marqués, Recycled J, InnerCut;62443;10/1/19
88;Comunicado de prensa;by Don Patricio;61656;10/1/19
89;Mi Morena;by Juanfran;60020;10/1/19
90;5 Sentidos;by Dvicio, Taburete;59832;10/1/19
91;HP;by Maluma;59762;10/1/19
92;Kemba Walker;by Eladio Carrion, Bad Bunny;58031;10/1/19
93;Otro Trago;by Sech, Darell;57149;10/1/19
94;Bellaquita;by Dalex, Lenny Tavárez;55353;10/1/19
95;Te esperaré toda la vida;by Dani Fernández;54297;10/1/19
96;Un Año;by Sebastian Yatra, Reik;54160;10/1/19
97;Celébrate;by Miki Núñez;54076;10/1/19
98;Pa Mí - Remix;by Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez;53826;10/1/19
99;Con La Miel En Los Labios;by Aitana;53706;10/1/19
100;Bonita;by Juanes, Sebastian Yatra;53608;10/1/19
101;Ellos;by Ceky Viciny;53467;10/1/19
102;No Te Preocupes por Mi;by Leiva;53180;10/1/19
103;Shallow;by Lady Gaga, Bradley Cooper;52802;10/1/19
104;Date La Vuelta;by Luis Fonsi, Sebastian Yatra, Nicky Jam;52429;10/1/19
105;Contra La Pared;by Sean Paul, J Balvin;52097;10/1/19
106;¿CÓMO TE VA, QUERIDA?;by Rels B, Don Patricio;52040;10/1/19
107;Circles;by Post Malone;51544;10/1/19
108;nana triste;by Natalia Lacunza, Guitarricadelafuente;51425;10/1/19
109;Soldi (feat. Maikel Delacalle);by Mahmood;50544;10/1/19
110;Adan y Eva;by Paulo Londra;50417;10/1/19
111;Mírame - Remix;by Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell;50298;10/1/19
112;Te echo de menos;by Beret;49533;10/1/19
113;La Boca - Remix;by Mau y Ricky, Camilo, Lunay;49441;10/1/19
114;La Playa;by Myke Towers;49365;10/1/19
115;Si Supieras;by Daddy Yankee, Wisin & Yandel;49288;10/1/19
116;Que Mas Pues - Remix;by Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez;48817;10/1/19
117;Lo siento;by Beret;48245;10/1/19
118;Aleluya;by Reik, Manuel Turizo;47717;10/1/19
119;Vas A Quedarte;by Aitana;47416;10/1/19
120;Hola Señorita;by GIMS, Maluma;47103;10/1/19
121;Ella Quiere Beber - Remix;by Anuel AA, Romeo Santos;46980;10/1/19
122;Liar;by Camila Cabello;46932;10/1/19
123;How Do You Sleep?;by Sam Smith;46902;10/1/19
124;Nicki Nicole: Bzrp Music Sessions, Vol. 13;by Bizarrap, Nicki Nicole;46702;10/1/19
125;Mi Persona Favorita;by Alejandro Sanz, Camila Cabello;46472;10/1/19
126;Fuego;by Estopa;45356;10/1/19
127;Trueno: Bzrp Freestyle Sessions, Vol. 6;by Bizarrap, Trueno;45224;10/1/19
128;Si Se Da;by Myke Towers, Farruko;44796;10/1/19
129;Mejores Amigos;by Yera, Morat;44525;10/1/19
130;Soldadito marinero;by Fito y Fitipaldis;44168;10/1/19
131;MALAMENTE - Cap.1: Augurio;by ROSALÍA;44037;10/1/19
132;Old Town Road - Remix;by Lil Nas X, Billy Ray Cyrus;43813;10/1/19
133;Nada Sale Mal;by Aitana;43743;10/1/19
134;Ocean;by KAROL G;43432;10/1/19
135;Guantanamera;by Guitarricadelafuente;43387;10/1/19
136;Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky);by Dvicio, Jesús Reik;43373;10/1/19
137;Aute Cuture;by ROSALÍA;43076;10/1/19
138;Mi Religión;by Nil Moliner;42786;10/1/19
139;Cuando Nadie Ve;by Morat;42620;10/1/19
140;Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey);by Ariana Grande;42560;10/1/19
141;Como Si Fueras a Morir Mañana;by Leiva;42443;10/1/19
142;Amanece;by Anuel AA, Haze;42331;10/1/19
143;Princesas;by Pereza;41900;10/1/19
144;Sucker;by Jonas Brothers;41399;10/1/19
145;No Se Me Quita (feat. Ricky Martin);by Maluma;40964;10/1/19
146;Delincuente;by Farruko, Anuel AA, Kendo Kaponi;40821;10/1/19
147;Memories;by Maroon 5;40588;10/1/19
148;Nada;by Cazzu, Lyanno, Rauw Alejandro, Dalex;40433;10/1/19
149;Vuela;by Bombai;40270;10/1/19
150;Por Eso Vine;by Paulo Londra;39739;10/1/19
151;Don't Call Me Up;by Mabel;39732;10/1/19
152;Déjala Que Baile (with Alejandro Sanz & Arkano);by Melendi;39651;10/1/19
153;Baila Baila Baila - Remix;by Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA;39599;10/1/19
154;Una Vida Para Recordar;by Piso 21, Myke Towers;39478;10/1/19
155;Cicatrices;by Natos y Waor;39397;10/1/19
156;Instagram;by Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike;39247;10/1/19
157;Un Planeta Llamado Nosotros;by Maldita Nerea;39042;10/1/19
158;Secreto;by Anuel AA, KAROL G;38173;10/1/19
159;Perdón;by David Bisbal, Greeicy;37363;10/1/19
160;Cristina;by Sebastian Yatra;37352;10/1/19
161;Como Ronea (15 Aniversario);by Las Chuches, Daviles de Novelda;36967;10/1/19
162;Maldición;by Lola Indigo, Lalo Ebratt;36620;10/1/19
163;Quiero, Quiero y Quiero;by Arnau Griso;36610;10/1/19
164;Como Camarón;by Estopa;36601;10/1/19
165;Dispuestos a morir;by Natos y Waor, C.R.O, Homer El Mero Mero, Bardero$;36483;10/1/19
166;Si te vas;by Blas Cantó;36417;10/1/19
167;Sobrenatural;by Juan Magán, Alvaro Soler, Marielle Hazlo;36159;10/1/19
168;El Danzar De Las Mariposas;by El Barrio;36079;10/1/19
169;Antes de Morirme (feat. Rosalía);by C. Tangana, ROSALÍA;35993;10/1/19
170;Sin Pijama;by Becky G, Natti Natasha;35870;10/1/19
171;Lo siento (feat. Sofía Reyes);by Beret;35847;10/1/19
172;Mujer Bruja;by Lola Indigo, Mala Rodríguez;35547;10/1/19
173;Piece Of Your Heart;by MEDUZA, Goodboys;35472;10/1/19
174;Muito Calor;by Ozuna, Anitta;35444;10/1/19
175;Besos En Guerra;by Morat, Juanes;35349;10/1/19
176;Vaina Loca;by Ozuna, Manuel Turizo;35332;10/1/19
177;Aullando;by Wisin & Yandel, Romeo Santos;35247;10/1/19
178;Déjame Ser;by Manuel Carrasco;34874;10/1/19
179;Mi accidente preferido (con Juancho Sidecars y Sidecars);by Despistaos;34859;10/1/19
180;Baila Baila Baila;by Ozuna;34811;10/1/19
181;Pa ti pa mí na má;by Demarco Flamenco;34782;10/1/19
182;TELÉFONO;by Aitana;34755;10/1/19
183;MOJAITA;by J Balvin, Bad Bunny;34508;10/1/19
184;Superpoderes;by Leiva;34355;10/1/19
185;It's You;by Ali Gatie;34334;10/1/19
186;Boomerang;by Sech;34174;10/1/19
187;Love Me;by Lil Tecca;34070;10/1/19
188;Cuando zarpa el amor (feat. Juan Magán);by Camela;33949;10/1/19
